id	query_id	chunk_id	label
2285	56	794	Partial
2286	56	958	Exact
2287	56	986	Partial
2288	56	1015	Exact
2289	56	1065	Irrelevant
2290	56	1071	Irrelevant
2291	56	1107	Partial
2292	56	1113	Partial
2293	56	1362	Exact
2294	56	1368	Irrelevant
2295	56	1372	Partial
2296	56	1397	Irrelevant
2297	56	1413	Exact
2298	56	1483	Exact
2299	56	1484	Partial
2300	56	1485	Exact
2301	56	1486	Partial
2302	56	1487	Exact
2303	56	1492	Irrelevant
2304	56	1493	Partial
2305	56	1496	Partial
2306	56	1532	Irrelevant
2307	56	1552	Partial
2308	56	1554	Partial
2309	56	1555	Partial
2310	56	1619	Partial
2311	56	1623	Irrelevant
2312	56	1637	Irrelevant
2313	57	47	Irrelevant
2314	57	99	Irrelevant
2315	57	248	Irrelevant
2316	57	343	Partial
2317	57	355	Irrelevant
2318	57	442	Partial
2319	57	449	Irrelevant
2320	57	490	Irrelevant
2321	57	790	Irrelevant
2322	57	806	Irrelevant
2323	57	808	Irrelevant
2324	57	859	Irrelevant
2325	57	956	Exact
2326	57	1021	Exact
2327	57	1089	Irrelevant
2328	57	1091	Irrelevant
2329	57	1092	Irrelevant
2330	57	1094	Irrelevant
2331	57	1095	Irrelevant
2332	57	1103	Exact
2333	57	1113	Partial
2334	57	1161	Irrelevant
2335	57	1167	Irrelevant
2336	57	1247	Irrelevant
2337	57	1265	Partial
2338	57	1282	Irrelevant
2339	57	1283	Partial
2340	57	1340	Irrelevant
2341	57	1355	Partial
2342	57	1375	Irrelevant
2343	57	1378	Partial
2344	57	1385	Partial
2345	57	1411	Partial
2346	57	1412	Irrelevant
2347	57	1413	Irrelevant
2348	57	1414	Partial
2349	57	1437	Partial
2350	57	1504	Partial
2351	57	1570	Irrelevant
2352	57	1683	Partial
2353	57	1691	Partial
2354	57	1722	Partial
2355	58	35	Exact
2356	58	203	Exact
2357	58	228	Exact
2358	58	365	Exact
2359	58	489	Partial
2360	58	790	Exact
2361	58	791	Partial
2362	58	793	Partial
2363	58	794	Partial
2364	58	795	Partial
2365	58	796	Partial
2366	58	797	Partial
2367	58	798	Exact
2368	58	799	Exact
2369	58	800	Exact
2370	58	801	Exact
2371	58	803	Exact
2372	58	804	Exact
2373	58	805	Exact
2374	58	806	Partial
2375	58	807	Partial
2376	58	809	Exact
2377	58	812	Partial
2378	58	813	Irrelevant
2379	58	818	Partial
2380	58	820	Partial
2381	58	822	Partial
2382	58	859	Irrelevant
2383	58	1041	Exact
2384	58	1146	Partial
2385	58	1147	Partial
2386	58	1148	Partial
2387	58	1150	Partial
2388	58	1283	Exact
2389	58	1367	Exact
2390	58	1368	Exact
2391	58	1383	Exact
2392	58	1689	Partial
2393	58	1719	Partial
2394	59	81	Partial
2395	59	148	Irrelevant
2396	59	232	Irrelevant
2397	59	233	Irrelevant
2398	59	317	Exact
2399	59	320	Partial
2400	59	363	Partial
2401	59	364	Partial
2402	59	448	Irrelevant
2403	59	564	Partial
2404	59	565	Partial
2405	59	568	Partial
2406	59	576	Irrelevant
2407	59	585	Irrelevant
2408	59	825	Irrelevant
2409	59	923	Partial
2410	59	924	Partial
2411	59	931	Irrelevant
2412	59	1595	Partial
2413	59	1596	Partial
2414	59	1597	Exact
2415	59	1598	Partial
2416	59	1599	Partial
2417	59	1602	Partial
2418	59	1603	Irrelevant
2419	59	1605	Exact
2420	59	1606	Partial
2421	59	1608	Partial
2422	59	1609	Exact
2423	59	1610	Partial
2424	59	1611	Partial
2425	59	1612	Partial
2426	59	1613	Partial
2427	59	1615	Partial
2428	59	1616	Partial
2429	59	1660	Partial
2430	59	1733	Irrelevant
2431	59	1768	Irrelevant
2432	60	15	Irrelevant
2433	60	32	Irrelevant
2434	60	92	Irrelevant
2435	60	246	Irrelevant
2436	60	255	Irrelevant
2437	60	278	Irrelevant
2438	60	366	Irrelevant
2439	60	381	Irrelevant
2440	60	461	Irrelevant
2441	60	620	Partial
2442	60	789	Irrelevant
2443	60	833	Partial
2444	60	846	Exact
2445	60	874	Irrelevant
2446	60	896	Irrelevant
2447	60	897	Irrelevant
2448	60	926	Irrelevant
2449	60	940	Irrelevant
2450	60	1003	Irrelevant
2451	60	1050	Partial
2452	60	1080	Partial
2453	60	1129	Irrelevant
2454	60	1132	Irrelevant
2455	60	1139	Irrelevant
2456	60	1151	Irrelevant
2457	60	1152	Exact
2458	60	1209	Irrelevant
2459	60	1210	Irrelevant
2460	60	1215	Irrelevant
2461	60	1216	Irrelevant
2462	60	1229	Irrelevant
2463	60	1243	Irrelevant
2464	60	1244	Irrelevant
2465	60	1309	Irrelevant
2466	60	1384	Irrelevant
2467	60	1420	Irrelevant
2468	60	1567	Irrelevant
2469	60	1568	Irrelevant
2470	60	1569	Irrelevant
2471	60	1575	Irrelevant
2472	60	1666	Partial
2473	60	1710	Irrelevant
2474	60	1712	Irrelevant
2475	60	1713	Irrelevant
2476	60	1714	Irrelevant
